Faculty,Research Title,Research Type,Stage,Cost,Agency/Client,Remarks,Last Updated
Prof. Dr. Amit S. Dharnaik,DMR,Research Project,Accepted,1639000.0,G-Place Corporation,,16-Jul-2025
